機構名稱,地址,電話,x,y
樹林健業藥局,新北市樹林區東華街89號1樓,02-86851736,121.4158639,24.98047639
啄木鳥藥局,新北市樹林區中華路391號1-2樓,02-86851495,121.4114679,24.98037678
萊爾康健保藥局,新北市鶯歌區永明街17號1樓,02-86782232,121.3384687,24.95548137
華昇藥局,新北市鶯歌區鶯桃路567號,02-86777961,121.3298879,24.96834566
一大藥局,新北市三峽區橫溪路23號,02-86767777,121.3963507,24.93584307
欣美大藥局,新北市三峽區大同路52號,02-86712269,121.3769446,24.92861298
德莘藥局,新北市新店區中正路413號1樓,02-86655462,121.5341876,24.97775572
躍獅尚揚藥局,新北市汐止區忠孝東路399號1樓,02-86483158,121.6657257,25.07095853
文川藥局,新北市淡水區中山北路1段93號1樓,02-86319033,121.4422792,25.17630986
萊康健保藥局,新北市三重區溪尾街176號1樓,02-82871076,121.4885112,25.08059733
北聯藥局,新北市蘆洲區民族路361號1樓,02-82866873,121.471757,25.09161688
龍成藥局,新北市蘆洲區民族路53號,02-82857868,121.4785934,25.08553232
威仕康藥局,新北市蘆洲區民權路122號1樓,02-82853277,121.4734253,25.08867864
幸安藥局,新北市蘆洲區中山二路53號1樓,02-82835389,121.4737801,25.08221566
好美麗健康藥局,新北市蘆洲區光明路6號1樓,02-82826209,121.4605755,25.08642733
康得健藥局,新北市蘆洲區長安街260號1樓,02-82821862,121.4575022,25.08655692
宏祐藥局,新北市蘆洲區復興路202號1樓,02-82815252,121.4784573,25.08898797
名安藥局,新北市板橋區龍興街57號1樓,02-82751784,121.4431524,25.00114705
楓康藥局,新北市板橋區新海路119號1樓,02-82582246,121.4609823,25.02289913
欣安藥局,新北市板橋區懷德街109號1樓,02-82572535,121.4785444,25.03143816
麥田健保藥局,新北市板橋區雙十路2段120號2樓,02-82529223,121.4741886,25.02879164
宥康婦幼健保藥局,新北市板橋區仁化街30號1樓,02-82528162,121.4748111,25.03155206
快樂藥局漢生店,新北市板橋區漢生東路19號,02-82522637,121.4649427,25.01735137
溫莎藥局,新北市中和區員山路292號,02-82277275,121.4813752,25.00241329
西華藥局,新北市新莊區後港一路102號1樓,02-82012697,121.4280259,25.02684741
富祐藥局,新北市新莊區民安西路21號1樓,02-82012451,121.4270476,25.02135888
皇慶藥局,新北市板橋區南門街81、83號1、2、3樓及館前西路112巷7號1、2樓,02-77297988,121.4578386,25.00947419
懷恩藥局,新北市樹林區中正路614號,02-26893417,121.4103269,25.01589565
江藥局,新北市樹林區日新街102號1樓,02-26828001,121.4213441,24.98997184
永幸藥局,新北市板橋區金門街121巷2號,02-26827012,121.4332158,24.99171324
蔣示藥局,新北市樹林區太順街62巷3弄2號,02-26819460,121.4174768,24.97970652
戴安藥局,新北市板橋區溪北路54號,02-26818663,121.4276114,24.98982374
安立藥局,新北市三重區正義北路317號1樓,02-66252626,121.4941779,25.0713095
辰陽藥局,新北市板橋區三民路2段110號-2(1樓),02-66082888,121.4790684,25.01665599
致維藥局,新北市汐止區忠孝東路258巷5號1樓,02-26422993,121.6634673,25.06746042
松和大藥局,新北市淡水區英專路92號,02-26203369,121.4458627,25.17166694
盛立藥局,新北市樹林區大雅路285號1樓,02-35018218,121.3795371,24.9473531
里安藥局,新北市中和區員山路271-1號2樓,02-32347111,121.481168,24.99950958
北醫藥局,新北市新莊區思源路119號1樓,02-29983670,121.4596033,25.04226901
建嘉藥局,新北市新莊區中誠街42號1樓,02-29935301,121.4513173,25.04812203
天賜藥局,新北市三重區正義北路141號1樓,02-29856852,121.4966942,25.06674059
健康藥局,新北市三重區安樂街58號1樓,02-29841882,121.4952988,25.069425
穗元大藥局,新北市三重區力行路1段149號1樓、151號1樓,02-29827688,121.4855448,25.06874449
樂活處方箋藥局,新北市三重區中正北路99號1樓,02-29805182,121.4896807,25.06324576
陽光藥師藥局,新北市三重區三和路1段182號1樓,02-29788120,121.5020384,25.06615449
飛龍大藥局,新北市三重區龍濱路163號1樓,02-29773733,121.5025767,25.06967763
榮康藥局,新北市三重區成功路81號1樓,02-29772723,121.4886452,25.05130572
德榮藥局,新北市三重區中華路91號１樓,02-29717291,121.4836144,25.06301734
厚德藥局,新北市三重區大智街175號1樓、177號1樓,02-29717277,121.4897726,25.07264619
大樹三重藥局,新北市三重區正義北路66號,02-29713188,121.4971824,25.06415198
博愛藥局,新北市三重區三民街220號1樓,02-29711606,121.4802522,25.06711714
建祥三和藥局,新北市三重區三和路2段160號1樓,02-29703379,121.4992359,25.06852577
安佑藥局,新北市板橋區館前西路152-2號,02-29698651,121.4554241,25.00848814
僑一藥局,新北市板橋區僑中一街106號1樓,02-29696850,121.4465305,25.01181711
醫安藥局,新北市板橋區南雅南路1段11號1樓及2樓,02-29692588,121.4565163,25.00705795
僑中藥師藥局,新北市板橋區僑中1街102巷5弄15號1樓,02-29692547,121.4460712,25.01265179
福澤藥局,新北市板橋區南雅南路1段85號1樓,02-29690013,121.4556424,25.00542693
永欣藥師藥局,新北市板橋區龍興街46號1樓,02-29687120,121.4432565,25.00093653
合佳藥局,新北市板橋區龍興街47號1樓,02-29683486,121.4430515,25.00079382
元賀大藥局,新北市板橋區館前西路132號1樓,02-29680980,121.4565024,25.00790479
永富藥局,新北市板橋區中興路9號,02-29675598,121.4557783,25.00772786
日生大藥局,新北市板橋區中正路1巷16弄16號,02-29675261,121.4550599,25.01209404
常仁藥局,新北市板橋區中正路1巷4號,02-29674999,121.4555771,25.01197212
禾田藥局,新北市板橋區大觀路2段265巷12號1樓,02-29659899,121.4428091,24.99857995
杏澤藥局,新北市板橋區國光路55號,02-29657959,121.4584144,25.01799135
府中藥局,新北市板橋區府中路110號,02-29656731,121.4557195,25.00964213
微笑藥局,新北市板橋區中正路211號,02-29655811,121.4561296,25.01750268
迦佰麗藥局,新北市板橋區南雅南路2段11-24號1樓,02-29648498,121.4541316,25.00210365
品品藥局,新北市板橋區中山路2段402號1樓,02-29647917,121.4827501,25.02073435
活泉藥局,新北市板橋區四川路1段156號1樓、2樓,02-29647761,121.4599,25.00335598
晴光藥局,新北市板橋區中山路2段225號2樓,02-29646662,121.4769004,25.01738387
弘安藥局,新北市中和區德光路121-1號1樓,02-29646489,121.4678991,25.00300152
躍獅康銓藥局,新北市中和區莒光路146號1樓,02-29646452,121.4724755,25.00088253
利安中西藥局,新北市板橋區板新路143號,02-29644745,121.4701718,25.01544121
國慶藥局,新北市板橋區國慶路268號1樓,02-29641680,121.4634331,24.99846407
躍獅國慶藥局,新北市板橋區國慶路179號1樓,02-29641548,121.4625931,24.99636336
向康藥局,新北市板橋區實踐路147號1樓,02-29637248,121.464299,25.00436936
王林藥局,新北市板橋區忠孝路24巷15號1樓,02-29636775,121.4601894,25.00134741
喬治藥局,新北市板橋區國慶路155號1樓,02-29630787,121.4615835,24.99616903
賜安藥局,新北市板橋區信義路60號1樓,02-29617483,121.4570824,24.99372908
大福藥局,新北市板橋區三民路1段31巷15號,02-29610311,121.4799772,25.02326309
宜康藥局,新北市板橋區龍興街33號1樓,02-29603940,121.4428952,25.00033326
漢民藥局,新北市板橋區漢生東路346號1樓,02-29598168,121.4719766,25.00733894
軒源藥局,新北市板橋區信義路169號1樓,02-29583995,121.4589296,24.99215944
立安中西藥局,新北市板橋區後埔街83號1樓,02-29582241,121.4607228,25.00523024
湯明藥局,新北市板橋區中山路2段319號1樓,02-29571980,121.4790076,25.01866145
大楓藥師藥局,新北市板橋區懷仁街84號1樓,02-29560576,121.4773558,25.0181921
板橋大樹藥局,新北市板橋區忠孝路28號1樓,02-29555551,121.4602553,25.00177939
福安藥局,新北市板橋區國泰街76巷24、26號1樓,02-29540875,121.4671999,25.00705131
信安藥師藥局,新北市板橋區重慶路308-1號1樓,02-29540315,121.4638578,24.99809164
德一藥局,新北市板橋區中山路2段238號1樓,02-29535717,121.4784788,25.018072
正安健保藥局,新北市板橋區民族路224號1樓,02-29526813,121.4686755,25.00733047
信美藥局,新北市板橋區新民街7巷18號1樓,02-29526100,121.463795,25.01049513
樺新健保藥局,新北市板橋區華興街52號1樓,02-29525130,121.4580231,25.00481212
錦龍藥局,新北市板橋區長安街138巷1弄114號,02-29522290,121.4742625,25.01030293
廣和藥師藥局,新北市板橋區中山路2段150號1樓、2樓、3樓,02-29522070,121.4767064,25.01697349
民川藥局,新北市板橋區四川路1段97號1樓,02-29520090,121.4597942,25.00544409
康匯藥局,新北市板橋區實踐路201號1樓,02-29512610,121.4645586,25.00299265
順儷新板藥局,新北市板橋區漢生東路187號1樓,02-29512590,121.4697898,25.01181062
美佳大藥局,新北市中和區景安路185號,02-29496560,121.5049582,24.99307826
敦品民治藥局,新北市永和區民治街81號1樓,02-29494150,121.5175409,24.99805221
躍獅天晴藥局,新北市中和區和平街9號1樓,02-29491931,121.5095149,24.99024764
聖康藥師藥局,新北市中和區自立路39號1樓,02-29478002,121.5222143,24.99526898
永正健康人生藥局,新北市永和區中正路191號1樓、193號1樓、197號2樓、197號2樓-1,02-29467351,121.5169398,24.99916086
悠悅藥局,新北市中和區安樂路25號2樓,02-29463755,121.5116187,24.99231263
吉立藥局,新北市中和區自立路183號1樓,02-29400461,121.5235611,24.99186468
級立健保藥局,新北市永和區保平路139號1樓,02-29299995,121.5102222,25.00608038
永利藥局,新北市永和區永利路9、11號1樓,02-29291655,121.5176213,25.00610389
和欣泰藥局,新北市中和區永貞路223號1樓,02-29290867,121.5135571,25.00359367
廣惠藥局,新北市永和區中正路649號2樓,02-29290675,121.5151592,25.01006966
富士山藥局,新北市永和區秀朗路2段118號1樓,02-29289383,121.5244137,25.00152056
康宏安藥局,新北市永和區保福路2段78號1樓,02-29288118,121.5105681,25.01331039
弘光藥局,新北市永和區竹林路中興里66巷19號1樓,02-29282000,121.5176528,25.01306362
皇誼藥局,新北市永和區文化路33號,02-29278732,121.514725,25.01499417
保安藥局,新北市永和區保安路212號1樓,02-29277623,121.5075428,25.01392887
威成藥局,新北市永和區中和路429號1樓,02-29263191,121.5093928,25.0009271
偉凱藥局,新北市永和區永元路6號1樓,02-29242595,121.5220239,25.00006687
太乙大藥局,新北市中和區中和路418號1樓,02-29242169,121.5116784,25.00313674
永和大樹藥局,新北市永和區福和路143號1、2樓,02-29233377,121.5207363,25.00765615
九州藥局,新北市永和區自由街5號1樓,02-29226879,121.5150044,25.00699234
榮總藥局,新北市永和區信義路15號1樓,02-29216596,121.5143525,25.01200367
緣來藥師藥局,新北市永和區福和路250、252號1樓,02-29211798,121.5184708,25.00763227
詠悅藥局,新北市永和區中山路1段174號1樓,02-29205760,121.5091485,25.00908
康宜庭碧潭藥局,新北市新店區北宜路1段41號1樓,02-29186266,121.5383702,24.95726366
常安藥局,新北市五股區工商路71號,02-22917912,121.4384172,25.08483107
大河藥局,新北市新店區三民路140號1樓,02-29140910,121.5351308,24.97501906
東碩藥局,新北市新店區建國路168號1樓,02-29118281,121.5384084,24.97965429
新店家安藥局,新北市新店區三民路32-1號2樓,02-29117207,121.5367568,24.97127101
瑞安健保藥局,新北市新店區中正路142號1樓,02-29105252,121.5418843,24.97155916
徐匯藥局,新北市三重區仁愛街755號1樓,02-28572234,121.4812299,25.08034446
康泉藥師藥局,新北市蘆洲區集賢路224巷2號1樓,02-28476990,121.4823236,25.08677656
躍獅竹圍藥局,新北市淡水區民生路46號,02-28090565,121.4617344,25.13780748
淡海藥師藥局,新北市淡水區淡海路85號,02-28052668,121.4229641,25.18144297
民侑藥局,新北市板橋區大觀路2段37巷310號,02-22755938,121.4499849,25.002214
好醫生活藥局,新北市汐止區明峰街179-1號1樓,02-26958811,121.6286297,25.07012338
快樂藥局汐止店,新北市汐止區福德二路215號1樓,02-26931390,121.6279351,25.06455665
汐興藥局,新北市汐止區中興路113號1樓,02-26927733,121.6320299,25.06494383
長頸鹿藥局,新北市汐止區新台五路1段178號1樓,02-26917810,121.6547913,25.06255603
青山藥局,新北市汐止區莊敬街127號1樓,02-26907959,121.654778,25.06082997
蒲公英藥局,新北市汐止區連興街126號1樓,02-26907770,121.6537977,25.06187892
保安健保藥局,新北市樹林區保安街2段211號1樓,02-26898179,121.4132932,25.00399233
生光堂藥局,新北市樹林區龍興街36號1樓,02-26896504,121.4029546,25.01576827
仁一藥局,新北市樹林區中正路622號,02-26893915,121.4102512,25.01599861
澤安藥師藥局,新北市樹林區保安二街26號1樓,02-26872764,121.4247447,24.99464854
溪崑藥局,新北市板橋區溪崑二街97號2樓,02-26872464,121.4269893,24.9891552
誠新大藥局,新北市樹林區中山路1段24號1樓,02-26870204,121.4248652,24.99297908
振昌藥局,新北市板橋區溪崑二街14號1樓,02-26862119,121.4288211,24.99175368
旭全藥局,新北市板橋區金門街331號,02-26860526,121.4294313,24.98581712
祥聖藥局,新北市板橋區溪崑2街112巷35弄1號,02-26835677,121.42532,24.98921253
瑪諾藥局,新北市樹林區復興路20號,02-26830108,121.4225462,24.99462555
樹林藥師藥局,新北市樹林區鎮前街24號1樓,02-26823030,121.426047,24.99314897
信和藥局,新北市樹林區博愛街178號2樓,02-26821991,121.425701,24.99061188
樹新藥局,新北市樹林區樹新路30-3號1樓,02-26821080,121.4271037,24.99446536
活水藥局,新北市樹林區鎮前街21號1樓,02-26818928,121.425872,24.99254985
又怡藥師藥局,新北市樹林區中山路1段76巷2號1樓,02-26816886,121.4231765,24.99178058
合康藥局,新北市樹林區中山路1段151號-1,02-26816559,121.4221177,24.9890791
樹林大樹藥局,新北市樹林區育英街54號1-2樓,02-26815488,121.4213035,24.98928267
健康人生藥局,新北市樹林區博愛一街26號1樓,02-26814394,121.4255552,24.99091324
育生藥局,新北市樹林區保安街1段192號1樓,02-26814385,121.42163,24.99585445
三樹食在好藥局,新北市樹林區學成路600號1樓,02-26807101,121.3818152,24.94583895
祐心藥局,新北市樹林區學府路362號1樓,02-26803205,121.3796821,24.95028053
純安大藥局,新北市鶯歌區國慶街179號1樓,02-26791791,121.3514394,24.95270375
小樹藥師藥局,新北市鶯歌區光明街126號1樓,02-26785107,121.3454507,24.95591641
祐康藥局,新北市鶯歌區建國路36號,02-26771223,121.3559865,24.95595728
立欣藥局,新北市樹林區三福街166號,02-26764728,121.404718,25.01618939
浮洲藥局,新北市板橋區大觀路3段219巷8號1樓,02-26758610,121.4315855,24.99268087
家碩藥局,新北市板橋區金門街300號,02-26755715,121.4288912,24.98538748
大家好藥粧藥局,新北市三峽區大德路127號1樓,02-26747022,121.3758705,24.94452425
誠祐藥局,新北市三峽區光明路22號1樓,02-26746211,121.3733799,24.93084025
北大藥局,新北市三峽區大義路9號1、2樓,02-26738535,121.3787919,24.9437239
祥祐藥局,新北市三峽區文化路125號1樓,02-26738080,121.3699252,24.93598448
如音藥局,新北市三峽區文化路266-1號1樓,02-26732119,121.3661271,24.93585663
兆康藥局,新北市三峽區中華路22號1樓,02-26717977,121.3741805,24.93265275
汐止立欣藥局,新北市汐止區汐萬路2段249號1樓,02-26464546,121.6464075,25.08835263
翔云大藥局,新北市汐止區祥雲街2號-1(1樓),02-26463119,121.6457956,25.08955576
杏恩健保藥局,新北市汐止區仁愛路189號,02-26435728,121.6643791,25.06553393
杏光藥局,新北市汐止區建成路59巷19號1樓,02-26411340,121.6616657,25.07287237
富康輝藥局,新北市三芝區中正路1段86.88號1樓,02-26363836,121.5043269,25.2572061
四季寶健保藥局,新北市淡水區新市一路3段117-1號(含夾層),02-26283199,121.446784,25.18314328
池慶藥局,新北市淡水區中山北路2段176號1樓,02-26238852,121.4444943,25.18470831
聖天藥局,新北市淡水區重建街218號,02-26215677,121.4413063,25.17480242
杏家藥局,新北市八里區中華路2段256號1樓,02-26105369,121.4053205,25.14971251
信豐藥局,新北市土城區農豐街12號,02-22609764,121.442456,24.97386808
林口啄木鳥藥局,新北市林口區仁愛路2段80號,02-26027547,121.3840786,25.07551519
康旭藥局,新北市林口區麗園一街6巷9號1樓-3,02-26007807,121.3751693,25.07135589
宏達大藥局,新北市板橋區莒光路17號,02-22528993,121.4699769,25.02478014
安泰藥局,新北市汐止區連興街114號1樓,02-25158069,121.6536883,25.06284106
瑞中藥局,新北市瑞芳區明燈路3段5-1號1樓,02-24977879,121.8088461,25.10742736
宏和藥局,新北市瑞芳區三爪子坑路123號,02-24973126,121.8104333,25.10695742
瑞光藥局,新北市瑞芳區明燈路3段70號1樓,02-24972070,121.8065653,25.10813543
永展藥局,新北市瑞芳區民權街6巷1-1號1樓,02-24960500,121.8077255,25.1065781
慈光藥局,新北市中和區南山路117號,02-22493382,121.5021114,24.99736473
宜生藥局,新北市中和區莊敬路33巷3弄2號,02-22490159,121.4999545,25.00623289
上仁藥局,新北市中和區中山路2段131巷11-1號,02-22480074,121.5028619,25.00239613
健星藥局,新北市中和區景平路754號,02-22403437,121.4965087,25.00456509
苗園健保特約藥局,新北市泰山區全興路161號1樓,02-22970736,121.4341617,25.05619429
知達健保藥局,新北市蘆洲區長榮路502號1樓,02-22897753,121.4596386,25.08972846
中美永結藥局,新北市蘆洲區長安街185號1樓,02-22887676,121.4605211,25.08169378
微笑杏鄰藥局,新北市蘆洲區中正路15號1樓,02-22887076,121.4713801,25.08189458
信義萊康藥局,新北市蘆洲區信義路260號1樓,02-22885256,121.4782835,25.08678498
永恩健康藥局,新北市蘆洲區民族路414號1樓,02-22880379,121.4743929,25.09164546
忠民藥局,新北市三重區車路頭街162號1樓,02-22868489,121.4838027,25.07641592
力行德榮藥局,新北市三重區力行路2段170號1樓,02-22867170,121.4830339,25.07698813
慶明藥局,新北市蘆洲區中山二路46巷4號2樓,02-22855740,121.4745332,25.08220422
廷升藥局,新北市蘆洲區中正路122號1樓,02-22827670,121.4694285,25.0848487
愛佳健保藥局,新北市蘆洲區長榮路96號1樓,02-22825835,121.4621868,25.08389394
隆生藥局,新北市蘆洲區民族路52號1樓,02-22814653,121.477004,25.08447429
全家藥粧藥局,新北市蘆洲區光華路6號1樓,02-22811215,121.4698305,25.08362243
慈惠藥局,新北市三重區仁愛街516號1樓及2樓,02-22809009,121.4870841,25.08201135
聯合藥局,新北市新莊區新泰路194號2樓,02-22796464,121.4472472,25.0382868
正康健保藥局,新北市板橋區大觀路2段65號1樓,02-22756681,121.4466733,25.00246533
活力藥局,新北市土城區學府路1段158號1樓,02-22748877,121.454328,24.98685674
舒民藥局,新北市土城區明德路1段35號2樓,02-22748654,121.4652831,24.98538286
大康藥局,新北市土城區學府路1段72號2樓,02-22738004,121.456644,24.9882924
景好藥師藥局,新北市板橋區國光路182號1樓,02-22724728,121.4608694,25.01832654
民亨藥局,新北市土城區學成路172號,02-22701485,121.4479175,24.98898405
貓頭鷹藥妝藥局,新北市土城區中央路3段88號、90號1樓,02-22695659,121.4360876,24.96702138
家庭藥師連鎖藥局,新北市土城區裕生路23號1樓,02-22663601,121.4482332,24.98725915
德隆藥局,新北市土城區裕民路153號1樓,02-22656056,121.4522298,24.98595271
育佳藥局,新北市土城區金城路2段242巷7號1樓,02-22645692,121.457412,24.98302629
廣昇健保藥師藥局,新北市土城區明德路1段53號,02-22638300,121.4652874,24.98476351
健群藥局,新北市土城區裕民路80號2樓,02-22634747,121.4498882,24.98721325
埔銓藥局,新北市土城區裕民路164號1樓,02-22630230,121.4522218,24.98568584
吉城大藥局,新北市土城區學府路1段205號1樓,02-22626870,121.4517602,24.98458921
美康藥妝藥局,新北市土城區延吉街254號1樓,02-22616868,121.4663514,24.98464653
國安健保藥局,新北市土城區延和路109號1樓,02-22614933,121.4677721,24.99032786
正吉藥局,新北市板橋區莊敬路241號1樓,02-22595183,121.4730155,25.0215381
新進發大藥局,新北市板橋區大同街24號1樓,02-22593926,121.4777947,25.02707318
廣信健保藥局,新北市板橋區四維路304號1樓,02-22592918,121.4626688,25.02965368
正陽藥局,新北市板橋區雙十路2段116號1樓,02-22592667,121.4742539,25.02874127
濟安堂藥局,新北市板橋區民治街117號1樓,02-22587973,121.4783574,25.03105469
上嘉藥局,新北市板橋區四維路296號1樓,02-22582278,121.4628224,25.02935939
廣安健保藥師藥局,新北市板橋區四維路355號1樓,02-22580963,121.4621917,25.03008823
京躍藥局,新北市板橋區新海路86號1樓,02-22580669,121.4617394,25.02205203
莊敬健康人生藥局,新北市板橋區莊敬路87號1樓,02-22570028,121.4728298,25.02645089
躍獅莒光藥局,新北市板橋區莒光路58號1樓,02-22556743,121.4709002,25.02420871
廣欣藥師藥局,新北市板橋區雙十路3段52號1樓,02-22540613,121.4709839,25.03142713
詠濟藥局,新北市板橋區幸福路23號,02-22536951,121.4618321,25.02022592
廣明藥局,新北市板橋區莒光路93號1樓,02-22536325,121.4723108,25.02408056
裕苠藥局,新北市板橋區裕民街6號,02-22535227,121.4623711,25.02921405
金弘藥局,新北市板橋區莒光路29號1樓,02-22531918,121.4702412,25.02464554
幸福健保藥局,新北市板橋區四維路106號1樓,02-22530009,121.4656732,25.0245729
鶯歌宏達藥局,新北市鶯歌區國慶街138號1樓,02-22528993,121.350806,24.95346713
必生好藥局,新北市板橋區松柏街67號1樓,02-22511057,121.47631,25.03065389
嘉恩健保藥局,新北市板橋區陽明街40號2樓,02-22509566,121.4658933,25.02197223
佳聯藥局,新北市板橋區陽明街297號1樓,02-22506255,121.4617341,25.02658121
晴天藥局,新北市板橋區文化路1段116號2樓,02-22506165,121.4617595,25.01495331
力安藥局,新北市板橋區莒光路196巷8號1樓,02-22503349,121.4737686,25.02254872
新海藥局,新北市板橋區新海路122號1、2樓,02-22500190,121.4611947,25.02291843
一安藥妝藥局,新北市中和區中和路9號1、2樓,02-22483778,121.4997629,25.00221499
威宏藥局,新北市中和區復興路262號,02-22458558,121.5035319,24.99037876
冠品藥師藥局,新北市中和區連城路119號1樓,02-22452129,121.4962847,24.9993023
九崧藥局,新北市中和區南華路20號1樓,02-22451379,121.5029751,24.99576616
安和藥師藥局,新北市中和區錦和路410號1樓,02-22433708,121.4909479,24.98959812
維康藥局雙和店,新北市中和區圓通路252號1樓,02-22431962,121.4938367,24.99130428
澄品藥局,新北市永和區永利路96號1樓,02-22329871,121.5209386,25.00358985
永奕藥局,新北市永和區永平路286-1號1樓,02-22327709,121.5077274,25.01205599
欣安大藥局,新北市永和區福和路221號1樓,02-22326685,121.5188933,25.00746728
悅美保健藥局,新北市永和區保生路22巷21號1樓,02-22323515,121.5072924,25.00838885
星韻藥局,新北市永和區福和路88號,02-22319592,121.522596,25.00808122
台化藥局,新北市永和區勵行街119號1樓,02-22318686,121.5175178,25.01199985
鳳軒藥局,新北市永和區得和路239號1樓,02-22315937,121.5203441,25.00016711
榮記大藥局,新北市中和區員山路482號1樓,02-22239546,121.4798687,25.0068294
健暉藥局,新北市中和區連城路487號1樓,02-22231437,121.4828903,24.99552372
耕莘健康人生藥局,新北市新店區民族路186號1樓,02-22194743,121.53688,24.97621068
旭豐藥局,新北市中和區民享街４１號,02-22215393,121.4740986,25.00297521
庭安藥局,新北市新莊區西盛街172號1樓,02-22080528,121.4280942,25.01901177
豐年藥局,新北市新莊區中正路377巷16號,02-20711823,121.4462318,25.03395311
蘋果藥局,新北市新莊區八德街105號,02-22053933,121.4242476,25.02112204
三大藥局,新北市新莊區民安路197號,02-22030503,121.4262006,25.0225571
錄新藥局,新北市新莊區後港一路76巷10弄1號,02-22051849,121.4270373,25.02604048
冠仁藥局,新北市新莊區四維路126巷6號,02-22029415,121.4230282,25.02418251
七安大藥局,新北市新莊區民安西路55號1、2樓及57號1樓,02-22026066,121.4274861,25.02043907
佑家藥局,新北市鶯歌區中正三路151號1樓,02-16798282,121.3367226,24.94006767
均安藥局,新北市新店區民權路89號1樓,02-29127861,121.5377454,24.98276693
安欣藥局,新北市新店區北宜路2段26號1樓,02-22175450,121.5481723,24.9514687
唯客優藥局,新北市新店區安康路2段216號1樓,02-22126097,121.5098245,24.95943253
佑成藥局,新北市新店區民權路101號1樓,02-86673537,121.537014,24.9828105
康曜藥師藥局,新北市新店區安康路2段240號1樓,02-86669660,121.5092043,24.95915372
新康藥局,新北市新店區北新路1段281號1樓2樓、283號1樓2樓,02-29178179,121.5410297,24.9669087
康宜庭市公所藥局,新北市新店區北新路1段285號1樓,02-29151709,121.5410483,24.96696118
正升藥局,新北市新店區順安街61號1樓,02-29139493,121.5407122,24.9863742
欣美藥局,新北市新店區寶橋路6巷2號1樓,02-29137321,121.5433539,24.97336047
合康大藥局,新北市新店區中正路263-2號1樓,02-29109888,121.5386892,24.97356656
杏運草藥局,新北市新店區北新路1段19號1樓,02-24379209,121.5377778,24.9590227
仁心藥局,新北市新店區中正路402號1樓,02-22186322,121.5345875,24.97753033
陽光健康藥局,新北市新店區安民街214號,02-22123919,121.5174368,24.9722016
大和藥局,新北市三峽區民生街150號,02-26711010,121.3721617,24.93491321
協安大藥局,新北市樹林區鎮前街126號,02-26810386,121.4247561,24.99086631
華泰藥局,新北市新莊區昌明街80號1樓,02-89928500,121.4550269,25.05236108
晨星藥局,新北市三重區五華街123號1樓,02-89856533,121.4914358,25.08405495
益成藥局,新北市三重區正義北路154號3樓-1,02-89827261,121.4965058,25.06629865
吉康健保藥局,新北市三重區三民街279號1樓,02-89810122,121.4791289,25.06821221
光興藥局,新北市三重區正義南路60-4號1樓,02-89725780,121.498354,25.06060677
元力藥局,新北市三重區三和路2段37-1號1樓,02-89723551,121.5008126,25.06739265
好意藥局,新北市中和區景新街467巷3號1樓,02-89416598,121.5135955,24.98825194
德上藥局,新北市永和區中正路106號,02-89411077,121.5144652,24.9959038
三民藥局,新北市新店區三民路78號1樓-1,02-89146301,121.5348451,24.97257047
正新藥局,新北市新店區中正路57-1號1樓,02-89145930,121.5443738,24.97014189
欣康藥局,新北市新店區中正路293號1樓,02-89113189,121.5372276,24.97449077
蔚海藥局,新北市樹林區鎮前街17號1樓,02-86754203,121.4259195,24.99263097
昇育健康藥局,新北市新店區中央三街115號1樓,02-86679631,121.5247496,24.97646783
康宜庭民權藥局,新北市新店區民權路48-2號1樓,02-86655371,121.5397312,24.98306153
黎明藥師藥局,新北市三重區三和路4段227號1樓,02-82870958,121.4813099,25.07985828
長榮專業藥局,新北市蘆洲區長榮路250號2樓,02-82868163,121.4606501,25.08578968
萊康連鎖藥局,新北市蘆洲區中正路126號1樓,02-82867383,121.4693528,25.08493135
芯聯藥局,新北市蘆洲區民族路210號,02-82866873,121.4798181,25.08763027
躍獅蘆洲藥局,新北市蘆洲區長安街329號1樓,02-82824906,121.4572923,25.0865504
三鐵藥局,新北市蘆洲區信義路226號1樓,02-82822729,121.4789544,25.08540656
華粲藥局,新北市蘆洲區民族路90號2樓,02-82822026,121.4779315,25.08494489
安而健藥局,新北市蘆洲區樓厝里中興街54號1樓,02-82821862,121.4816703,25.08740449
璨鴻藥局,新北市土城區延和路191號,02-82622588,121.4692124,24.99035276
晨安藥局,新北市新店區北宜路2段261號1樓,02-82171911,121.5544608,24.95362891
薇妮藥妝藥局,新北市新莊區民安路148號1樓,02-82010817,121.4245601,25.02496442
大樹幸福藥局,新北市新莊區幸福路672號1樓,02-29981066,121.450919,25.04929657
新莊至誠藥局,新北市新莊區中平路29號2樓,02-29980345,121.4446729,25.04371331
詠康聯合藥局,新北市新莊區中榮街66巷1號1樓,02-29964436,121.4485653,25.05294523
新新藥局,新北市新莊區新泰路62號2樓,02-29945994,121.4492614,25.03484695
真美滿藥局,新北市新莊區幸福路729號2樓,02-29919473,121.4492061,25.04907267
和昌藥局,新北市新莊區中安街15號1樓,02-29900669,121.4530601,25.04584669
建興藥局,新北市三重區三民街105號,02-29888757,121.4852008,25.06355382
新迪化中西藥局,新北市三重區三陽路27號1樓,02-29884755,121.4855176,25.05892548
五華春天生活藥局,新北市三重區五華街73號1、2樓,02-29876838,121.4924841,25.0829117
宗安藥師藥局,新北市三重區頂崁街208號1樓,02-29874243,121.4771996,25.06732441
宏原藥局,新北市三重區中正北路183號1樓,02-29871515,121.4775839,25.06959207
